file,Study_Name,Site_Name,Observational,Latitude_decimal_degrees,Longitude_decimal_degrees,Altitude__m,Country,Sample_StartDate_Month,Sample_StartDate_Year,Sample_EndDate_Month,Sample_EndDate_Year,ExtractionMethod,Sampled_Area,Sampled_Area_Unit,Sample_Effort,PH,PH_Collection_Method,PH_mean,CEC,CEC_unit,CEC_mean,Base_Saturation_percent,BaseSaturation_mean,Organic_Carbon__percent,OC_mean,Soil_Organic_Matter__percent,SOM_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,USDA_SoilTexture,Soil_Moisture_percent,WRB_FAO_SoilType,LandUse,HabitatCover,Management_System,Tillage,Pesticide,Fertilizer,Selectively_harvested,Clear_cut,Fire,Grazing_all_year,Rotation,Monoculture,Planted,Habitat_as_described,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Abundance,Site_AbundanceUnits
000_Akulova2017,Komi_Reg,Ust_Vym_6,Experimental,62.355,50.092,NA,Russia,NA,2003,NA,2006,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production - Arable,Cropland,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garden,3,Number of species,NA,NA,61.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_1,Experimental,61,50,NA,Russia,NA,2000,NA,2004,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Floodplain,3,Number of species,NA,NA,24.2,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_2,Experimental,61,50,NA,Russia,NA,2000,NA,2004,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,5,Number of species,NA,NA,62.2,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_3,Experimental,61,50,NA,Russia,NA,2000,NA,2004,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,6,Number of species,NA,NA,124.3,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_4,Experimental,61,50,NA,Russia,NA,2000,NA,2004,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Mixed forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., Betula sp.",5,Number of species,NA,NA,19.8,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_5,Experimental,61,50,NA,Russia,NA,2000,NA,2004,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium myrtÃ­llus",5,Number of species,NA,NA,13.5,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_6,Experimental,61.7,50.8,NA,Russia,NA,2003,NA,2005,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Floodplain,5,Number of species,NA,NA,84.7,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_7,Experimental,61.7,50.8,NA,Russia,NA,2003,NA,2005,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populus tremula,6,Number of species,NA,NA,20,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_8,Experimental,61.7,50.8,NA,Russia,NA,2003,NA,2005,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populus tremula,5,Number of species,NA,NA,12.2,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_9,Experimental,61.7,50.8,NA,Russia,NA,2003,NA,2005,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populus tremula,5,Number of species,NA,NA,14.8,Individuals per m2
000_Akulova2017,Komi_Reg,Sykt_10,Experimental,61.943,50.739,NA,Russia,NA,2004,NA,2010,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium myrtÃ­llus",2,Number of species,NA,NA,12,Individuals per m2
000_Akulova2017,Komi_Reg,Kortker_1,Experimental,61.83,51.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium myrtÃ­llus",2,Number of species,NA,NA,11.6,Individuals per m2
000_Akulova2017,Komi_Reg,Kortker_2,Experimental,61.83,51.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populus tremula,2,Number of species,NA,NA,20.1,Individuals per m2
000_Akulova2017,Komi_Reg,Kortker_3,Experimental,61.83,51.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus sp.,2,Number of species,NA,NA,23.8,Individuals per m2
000_Akulova2017,Komi_Reg,Kortker_4,Experimental,61.83,51.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus sp.,1,Number of species,NA,NA,18.2,Individuals per m2
000_Akulova2017,Komi_Reg,Ust_Kul_1,Experimental,61.597,54.799,NA,Russia,NA,2002,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,4,Number of species,NA,NA,7.5,Individuals per m2
000_Akulova2017,Komi_Reg,Ust_Kul_2,Experimental,61.598,54.794,NA,Russia,NA,2002,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picea sp.,4,Number of species,NA,NA,9.7,Individuals per m2
000_Akulova2017,Komi_Reg,Ust_Kul_3,Experimental,61.601,54.798,NA,Russia,NA,2002,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production - Arable,Cropland,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garden,4,Number of species,NA,NA,13.6,Individuals per m2
000_Akulova2017,Komi_Reg,Ust_Kul_4,Experimental,62.378,53.793,NA,Russia,NA,2007,NA,2009,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,5,Number of species,NA,NA,116.2,Individuals per m2
000_Akulova2017,Komi_Reg,Udor_1,Experimental,63.428,48.679,NA,Russia,NA,2007,NA,2007,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium vÃ­tis-idaÃ©a",3,Number of species,NA,NA,30.8,Individuals per m2
000_Akulova2017,Komi_Reg,Udor_2,Experimental,63.42,48.65,NA,Russia,NA,2007,NA,2007,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production - Arable,Cropland,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garden,4,Number of species,NA,NA,32.4,Individuals per m2
000_Akulova2017,Komi_Reg,Knyazh_1,Experimental,62.28,50.68,NA,Russia,NA,2010,NA,2010,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium myrtÃ­llus",3,Number of species,NA,NA,8,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_1,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Felling,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_2,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betula sp., VaccÃ­nium myrtÃ­llus",1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_3,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium myrtÃ­llus",1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_4,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,1,Number of species,NA,NA,3.2,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_5,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Mixed forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., Betula sp.",1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_6,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betula sp., PolypodiÃ³phyta",1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_7,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betula sp.,1,Number of species,NA,NA,4.8,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_8,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picea sp.,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_9,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betula sp.,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_10,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betula sp., Populus tremula",1,Number of species,NA,NA,3.2,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_11,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,3,Number of species,NA,NA,32,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_12,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinus sp.,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Sosnogorsk_13,Experimental,63,55,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betula sp., Lichenes",2,Number of species,NA,NA,4.8,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_1,Experimental,61.61,58.002,NA,Russia,NA,2001,NA,2002,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poaceae,4,Number of species,NA,NA,39.2,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_2,Experimental,61.61,58.002,NA,Russia,NA,2001,NA,2002,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Picea sp.,3,Number of species,NA,NA,24.8,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_3,Experimental,61.61,58.002,NA,Russia,NA,2001,NA,2002,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Production - Arable,Cropland,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garden,3,Number of species,NA,NA,100.8,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_4,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., VaccÃ­nium myrtÃ­llus",1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_5,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Mixed forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., Populus tremula, Polypodiophyta",1,Number of species,NA,NA,3.2,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_6,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,2,Number of species,NA,NA,11.2,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_7,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populus tremula,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_8,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betula sp.,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_9,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abies sp., Oxalis sp.",2,Number of species,NA,NA,6.4,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_10,Experimental,61.81,57.87,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Broadleaf deciduous forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salix sp.,1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_11,Experimental,61.8,56.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Herbaceous,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,1,Number of species,NA,NA,3.2,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_12,Experimental,61.8,56.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinus sp., Lichenes",1,Number of species,NA,NA,1.6,Individuals per m2
000_Akulova2017,Komi_Reg,Tr_Pechor_13,Experimental,61.8,56.8,NA,Russia,NA,2003,NA,2003,Hand sorting,0.25,m2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary vegetation,Needleleaf evergreen forest,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea sp., Oxalis sp.",3,Number of species,NA,NA,17.6,Individuals per m2
